Variable_A,Variable_B,n,df,r_rm,CI_95%,p_val,p_adj,is_significant
N-Acetylglutamine,IL-12(p70),30,29,-4.05E-16,"[-0.35, 0.35]",1,1,FALSE
Stearic Acid,IFN-a2,30,29,-4.17E-16,"[-0.35, 0.35]",1,1,FALSE
Indole-3-Propionic Acid,IL-12(p70),30,29,-4.30E-16,"[-0.35, 0.35]",1,1,FALSE
Stearic Acid,IL-12(p70),30,29,-4.54E-16,"[-0.35, 0.35]",1,1,FALSE
"2-Ethyl-3-hydroxypropionic acid, di-",IL-12(p70),30,29,-4.54E-16,"[-0.35, 0.35]",1,1,FALSE
L-5-Oxoproline,sCD30/TNFRSF8,30,29,-4.72E-16,"[-0.35, 0.35]",1,1,FALSE
"2-Ethyl-3-hydroxypropionic acid, di-",IFN-a2,30,29,-4.77E-16,"[-0.35, 0.35]",1,1,FALSE
Glycerol-3-P,IL-19,30,29,-4.81E-16,"[-0.35, 0.35]",1,1,FALSE
"2-Ethyl-3-hydroxypropionic acid, di-",IL-20,30,29,-4.81E-16,"[-0.35, 0.35]",1,1,FALSE
Ethyl alpha-D-glucopyranoside,IL-12(p70),30,29,-4.86E-16,"[-0.35, 0.35]",1,1,FALSE
Threonine,IL-19,30,29,-4.88E-16,"[-0.35, 0.35]",1,1,FALSE
beta-Alanine,IL-19,30,29,-5.17E-16,"[-0.35, 0.35]",1,1,FALSE
beta-Alanine,IFN-a2,30,29,-5.37E-16,"[-0.35, 0.35]",1,1,FALSE
L-Aspartic acid,IL-20,30,29,-5.46E-16,"[-0.35, 0.35]",1,1,FALSE
Ethyl alpha-D-glucopyranoside,IL-29/IFN-lambda1,30,29,-5.51E-16,"[-0.35, 0.35]",1,1,FALSE
"11-Eicosenoic acid, (E)-",MMP-1,30,29,-5.90E-16,"[-0.35, 0.35]",1,1,FALSE
Ascorbic Acid,IL-29/IFN-lambda1,30,29,-6.32E-16,"[-0.35, 0.35]",1,1,FALSE
Cholesterol,Pentraxin-3,30,29,-6.38E-16,"[-0.35, 0.35]",1,1,FALSE
L-Aspartic acid,Pentraxin-3,30,29,-6.80E-16,"[-0.35, 0.35]",1,1,FALSE
L-Proline,IL-19,30,29,-6.90E-16,"[-0.35, 0.35]",1,1,FALSE
Cholesterol,IL-20,30,29,-7.18E-16,"[-0.35, 0.35]",1,1,FALSE
Arachidonic acid,IFN-a2,30,29,-7.38E-16,"[-0.35, 0.35]",1,1,FALSE
3-OH-Butanoic Acid,IL-19,30,29,-7.47E-16,"[-0.35, 0.35]",1,1,FALSE
Cholesterol,IFN-a2,30,29,-7.75E-16,"[-0.35, 0.35]",1,1,FALSE
3-OH-Butanoic Acid,IFN-a2,30,29,-8.65E-16,"[-0.35, 0.35]",1,1,FALSE
1-Heptadecanol,IL-11,30,29,-9.46E-16,"[-0.35, 0.35]",1,1,FALSE
Asparagine,MMP-3,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Asparagine,Osteocalcin,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Valine,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Alanine,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Cysteine,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Dodecanoic acid,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
L-Alanine,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Citric acid,gp130/sIL-6Rb,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
2-Aminoheptanedioic acid,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glycerol,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
"1,5-Anhydrohexitol",IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
DL-Ornithine,MMP-3,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Asparagine,Pentraxin-3,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
DL-Ornithine,sTNF-R1,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Indole-3-Propionic Acid,sTNF-R2,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Tryptophan,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glycine,sIL-6Ra,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
2-Aminoadipic acid,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
"2-Ethyl-3-hydroxypropionic acid, di-",TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glycine,sCD30/TNFRSF8,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
"11-Eicosenoic acid, (E)-",sCD30/TNFRSF8,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glycine,sTNF-R2,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glycine,BAFF/TNFSF13B,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
"11-Eicosenoic acid, (E)-",Chitinase 3-like1,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glycine,MMP-2,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
"11-Eicosenoic acid, (E)-",sTNF-R2,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glutamic Acid,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glycine,TWEAK/TNFSF12,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
"11-Eicosenoic acid, (E)-",Osteocalcin,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Citric acid,Pentraxin-3,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
"Ethanolamine, 3TMS",TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1H-Indole-3-Acetic Acid,Chitinase 3-like1,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
4-Aminobutanoic acid,Chitinase 3-like1,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1H-Indole-3-Acetic Acid,sIL-6Ra,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Arginine [-NH3],IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Cysteine,IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
4-Aminobutanoic acid,Osteocalcin,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
4-Aminobutanoic acid,sTNF-R1,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1H-Indole-3-Acetic Acid,sTNF-R2,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
3-OH-Butanoic Acid,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1H-Indole-3-Acetic Acid,sCD30/TNFRSF8,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1H-Indole-3-Acetic Acid,Osteopontin,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
4-Aminobutanoic acid,Osteopontin,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
L-Rhamnose,TSLP,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Aminomalonic acid,gp130/sIL-6Rb,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Threonine,IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1-Monooleoylglycerol,IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
2-Aminoheptanedioic acid,IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Ethyl alpha-D-glucopyranoside,IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1H-Indole-3-Acetic Acid,MMP-2,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Indole-3-Propionic Acid,Pentraxin-3,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1-Heptadecanol,sTNF-R1,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
1H-Indole-3-Acetic Acid,TWEAK/TNFSF12,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Indole-3-Latic Acid,gp130/sIL-6Rb,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Diethanolamine,IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
"11-Eicosenoic acid, (E)-",Pentraxin-3,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Arachidonic acid,IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Glyceric acid,IL-10,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Indole-3-Latic Acid,Pentraxin-3,30,29,-0.033903175,"[-0.38, 0.32]",0.85632084,0.944365096,FALSE
Asparagine,sCD163,30,29,-0.03509312,"[-0.38, 0.32]",0.851332681,0.944365096,FALSE
Asparagine,IL-12(p40),30,29,-0.03509312,"[-0.38, 0.32]",0.851332681,0.944365096,FALSE
"11-Eicosenoic acid, (E)-",sCD163,30,29,-0.03509312,"[-0.38, 0.32]",0.851332681,0.944365096,FALSE
Glycine,IL-20,30,29,-0.03509312,"[-0.38, 0.32]",0.851332681,0.944365096,FALSE
Decanoic acid,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Glycolic acid,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Valine,MMP-1,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Decanoic acid,MMP-1,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
"1,3-Dioxolane-2-methanol",MMP-1,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
L-Alanine,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Alanine,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Stearic Acid,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Diethanolamine,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
"Ethanolamine, 2TMS",MMP-1,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Ethyl alpha-D-glucopyranoside,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Linoleic Acid,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Campesterol,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
"2-Ethyl-3-hydroxypropionic acid, di-",MMP-1,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
3-OH-Butanoic Acid,MMP-1,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Arachidonic acid,MMP-1,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
L-(+)-Erythrulose,APRIL/TNFSF13,30,29,-0.035136418,"[-0.38, 0.32]",0.851151283,0.944365096,FALSE
Citric acid,MMP-1,30,29,-0.035737084,"[-0.39, 0.32]",0.848635567,0.944365096,FALSE
Glycine,IFN-a2,30,29,-0.036417852,"[-0.39, 0.32]",0.845786135,0.944365096,FALSE
1H-Indole-3-Acetic Acid,IFN-a2,30,29,-0.036417852,"[-0.39, 0.32]",0.845786135,0.944365096,FALSE
"2,3-Butanediol",IFN-y,30,29,-0.038069349,"[-0.39, 0.32]",0.8388816,0.944365096,FALSE
Linoleic Acid,IFN-y,30,29,-0.038069349,"[-0.39, 0.32]",0.8388816,0.944365096,FALSE
Palmitic Acid,IFN-y,30,29,-0.038069349,"[-0.39, 0.32]",0.8388816,0.944365096,FALSE
Diethanolamine,IFN-y,30,29,-0.038069349,"[-0.39, 0.32]",0.8388816,0.944365096,FALSE
Asparagine,IL-12(p70),30,29,-0.039590379,"[-0.39, 0.32]",0.832532885,0.944365096,FALSE
Glycine,IL-12(p70),30,29,-0.039590379,"[-0.39, 0.32]",0.832532885,0.944365096,FALSE
"11-Eicosenoic acid, (E)-",IL-29/IFN-lambda1,30,29,-0.039590379,"[-0.39, 0.32]",0.832532885,0.944365096,FALSE
1H-Indole-3-Acetic Acid,IL-29/IFN-lambda1,30,29,-0.039590379,"[-0.39, 0.32]",0.832532885,0.944365096,FALSE
Glycolic acid,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Glycolic acid,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
"1,3-Dioxolane-2-methanol",IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Butanoic acid,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
D-(-)-Ribofuranose,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Palmitic Acid,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
beta-D-Xylopyranose,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Lysine,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Leucine,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Doconexent,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Tryptophan,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Oxalic acid,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
2-Aminoheptanedioic acid,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
2-Aminoadipic acid,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Ethyl alpha-D-glucopyranoside,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Erythritol,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Phenylalanine,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Ascorbic Acid,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
L-(+)-Erythrulose,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
L-Proline,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Cholesterol,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
3-OH-Butanoic Acid,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Glyceric acid,IL-11,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Phenylalanine,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Arachidonic acid,IL-26,30,29,-0.047140452,"[-0.39, 0.31]",0.801179503,0.944365096,FALSE
Asparagine,IL-11,30,29,-0.04794633,"[-0.40, 0.31]",0.797849862,0.944365096,FALSE
Citric acid,IL-26,30,29,-0.04794633,"[-0.40, 0.31]",0.797849862,0.944365096,FALSE
Indole-3-Propionic Acid,IL-26,30,29,-0.04794633,"[-0.40, 0.31]",0.797849862,0.944365096,FALSE
"1,5-Anhydrohexitol",BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
"1,5-Anhydrohexitol",MMP-2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
"1,5-Anhydrohexitol",MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
"1,5-Anhydrohexitol",TWEAK/TNFSF12,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
"1,5-Anhydrohexitol",sIL-6Ra,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
"1,5-Anhydrohexitol",sTNF-R1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
"1,5-Anhydrohexitol",gp130/sIL-6Rb,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Glycolic acid,Chitinase 3-like1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Palmitelaidic acid,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Palmitelaidic acid,gp130/sIL-6Rb,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Palmitelaidic acid,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Valine,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Glycolic acid,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Alanine,Osteopontin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Ornithine,sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Decanoic acid,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Glyceraldehyde-3-P(MOX),sCD30/TNFRSF8,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Ornithine,sCD30/TNFRSF8,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Ornithine,Chitinase 3-like1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Proline,gp130/sIL-6Rb,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Decanoic acid,sIL-6Ra,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Palmitelaidic acid,sIL-6Ra,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
"2,3-Butanediol",MMP-2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Methionine,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Serine,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Dodecanoic acid,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Alanine,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Alanine,Osteopontin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Alanine,sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Cysteine,sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
"2,3-Butanediol",TWEAK/TNFSF12,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Serine,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Dodecanoic acid,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Cysteine,sCD30/TNFRSF8,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Leucine,sCD30/TNFRSF8,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Alanine,Chitinase 3-like1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Lysine,sIL-6Ra,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Methionine,sIL-6Ra,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Norvaline,MMP-2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Cysteine,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Alanine,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
beta-D-Xylopyranose,sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Norvaline,TWEAK/TNFSF12,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Lysine,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Threonine,sCD30/TNFRSF8,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Arachidonic acid.1,sCD30/TNFRSF8,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Arachidonic acid.1,Chitinase 3-like1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Butanoic acid,Chitinase 3-like1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Lysine,MMP-2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Nonanoic acid,MMP-2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Norvaline,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Leucine,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Butanoic acid,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Arginine [-NH3],Osteopontin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Glycerol,Osteopontin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Lactic Acid.1,Osteopontin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Glutamine [-H2O],sTNF-R1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Arginine [-NH3],sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Butanoic acid,sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Lysine,TWEAK/TNFSF12,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Nonanoic acid,TWEAK/TNFSF12,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Nonanoic acid,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
2-Aminoheptanedioic acid,sCD30/TNFRSF8,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
D-(-)-Ribofuranose,sCD30/TNFRSF8,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
1-Ethyl-1-tetradecyloxy-1-silacyclohexane,Chitinase 3-like1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
2-OH-Butanoic Acid,sIL-6Ra,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Doconexent,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Threonine,Osteopontin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
2-Aminoheptanedioic acid,sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Tryptophan,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Aspartic acid,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Ethyl alpha-D-glucopyranoside,gp130/sIL-6Rb,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Oxalic acid,gp130/sIL-6Rb,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Tryptophan,MMP-2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Doconexent,MMP-2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Tryptophan,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Oxalic acid,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Valine,Pentraxin-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Doconexent,sTNF-R1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
D-(-)-Ribofuranose,sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Tryptophan,TWEAK/TNFSF12,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Doconexent,TWEAK/TNFSF12,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Linoleic Acid,gp130/sIL-6Rb,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Tryptophan,gp130/sIL-6Rb,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Aspartic acid,gp130/sIL-6Rb,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
L-Aspartic acid,MMP-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
D-(-)-Ribofuranose,Osteocalcin,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
1-Monopalmitin,Pentraxin-3,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
2-Keto-3-methylvaleric acid,sTNF-R1,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
2-Aminoadipic acid,sTNF-R2,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
Ascorbic Acid,BAFF/TNFSF13B,30,29,-0.066666667,"[-0.41, 0.29]",0.721595268,0.885594192,FALSE
